"","PLOT_ID","X.1","X","specie.x","IFN3_ID","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","Estadillo","Clase","Subclase","PosEsp","Ocupa","Estado_pcespparc","FPMasa","Edad","FInfor","Fiabil","Barrena1","Barrena2","Barrena3","AltPer","OrgMasa1","OrgMasa2","TratMasa","INVENTORY_ID","PLOT_ID.x","Provincia","CoorX","Coory","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosid","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado_pcparcelas","Tecnico","MASTER_CLASE","AGE","MUNICIPALITY","SPECIE_IFN_ID","Fecha_IFN3","Año_IFN3","EXEC_TIME","G_sp.x","N_sp.x","sp_1.x","sp_2.x","sp_3.x","G_sp_1.x","G_sp_2.x","G_sp_3.x","N_sp_1.x","N_sp_2.x","N_sp_3.x","IFN3_specie","specie.y","G_sp.y","N_sp.y","sp_1.y","sp_2.y","sp_3.y","G_sp_1.y","G_sp_2.y","G_sp_3.y","N_sp_1.y","N_sp_2.y","N_sp_3.y","PLOT_TYPE"
"29","5_708",22031,168076,21,"5_708_A_1",16332.8339377416,7542.88326960189,27.1175138888889,806.385044998936,0,0,222.816920328653,300.626003618025,240.50080289442,42.4413181578388,0,0,0,20.2543859649123,9.35394736842105,20.6922998221518,10.5125,708,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,2,"J",1,"IFN3","5_708",5,NA,NA,0,1985,"M","0009",1998,"","4-3",2002,262,1,1,2,90,80,1,1,2,2,2,4,"04/10/02 00:00:00","12/30/99 12:00:00",1,2,1,1,8,2,NA,NA,"0","0","","0",NA,20,0,2.2,0,2,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2.      REPOBLACION DE HACE 40 AÃ‘OS DONDE AHORA  HAY UNA MASA SEMIRREGULAR DE FUSTAL Y    LATIZAL. A 32 G. NO ENTRA 021 POR      DISTANCIA Y DIAMETRO. A 85 G. NO ENTRA   021 POR DIAMETRO. PIE 15 NO SE       CONSIDERA BIFURCADO. A 171 G. NO ENTRA   021 POR DIAMETRO. A 185 G. NO ENTRA 021  POR DISTANCIA Y DIAMETRO. A 282 G. NO  ENTRA 021 POR DIAMETRO. PIE 26 RUMBO Y  DISTANCIA CORREGIDA AL ESTAR EL ARBOL    DESARRAIGADO HACIA EL  REJON. A 309  G. NO ENTRA 021 POR DIAMETRO. A 338 G.   NO ENTRA 021 POR  DISTANCIA. A 367 G.  NO ENTRA 021 POR DISTANCIA. PIE 19    ALTURA Y FORMA COMPROBADA. PARCELA SIN   REGENERACION. LOS PINOS SE HABIAN   PODADO EN EL IFN2.",12,32,"04/10/02 00:00:00","12/30/99 10:39:08","04/10/02 00:00:00","12/30/99 12:26:24",107,165,65,325,13,977676,16,23,977676,15,24,"D",1,"A1",41,262,21,"2-04-10",2002,10,271175.138888889,806.385044998936,21,NA,NA,271175.138888889,NA,NA,806.385044998936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"30","5_721",22032,168095,21,"5_721_A_1",20663.7936169234,10016.5047629013,24.0452173611111,1460.68869993228,0,636.619772367581,636.619772367581,159.154943091895,28.2942121052258,0,0,0,0,14.1466101694915,6.85738498789346,14.4774001468533,7.37428571428571,721,"A","1",1,10,3,2,20,5,4,NA,NA,NA,NA,2,"B",1,"IFN3","5_721",5,NA,NA,0,1985,"M","0005",1998,"","3-4",2002,216,1,1,2,100,85,1,1,1,2,1,4,"04/23/02 00:00:00","12/30/99 11:08:00",1,2,1,1,4,2,NA,NA,"0","0","","0",NA,110,0,1,0,2,"2",2,"ENCONTRADO REJON POR PIE DEL IFN2.  LOS  PINOS SE HAN PODADO PARA PODER TOMAR  LAS MEDIDAS. PIE 2 CONSIDERADO COMO  RAMA GRUESA Y NO COMO BIFURCADO. PIE  20 MEDIDO A 1,35 M. A 335 G. NO ENTRA  021 POR DISTANCIA. HAY ALGUNOS PINOS  QUE NO SE HAN CONSIDERADO BIFURCADOS  POR DEBAJO YA QUE CUANDO SE PLANTARON  SE PONIAN DOS PINOS POR CADA POZA.",12,32,"04/23/02 00:00:00","12/30/99 09:59:11","04/23/02 00:00:00","12/30/99 11:19:30",80,165,40,230,10,977668,14,25,977668,13,26,"D",1,"A1",20,216,21,"2-04-23",2002,10,240452.173611111,1460.68869993228,21,NA,NA,240452.173611111,NA,NA,1460.68869993228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"31","5_724",22033,168098,21,"5_724_A_1",15843.5209071469,8104.16970223931,28.1005090277778,739.186291249025,0,0,159.154943091895,268.795014999645,240.50080289442,56.5884242104517,14.1471060526129,0,0,21.4337320574163,10.9636363636364,22.0006342340071,12.7125,724,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,2,"J",1,"IFN3","5_724",5,NA,NA,0,1985,"M","0009",1998,"","4-3",2002,262,1,1,2,100,75,1,1,2,2,1,4,"04/02/02 00:00:00","12/30/99 14:54:00",1,2,1,1,8,2,NA,NA,"0","0","","0",NA,390,0,4,0,2,"G",2,"ENCONTRADO REJON POR PIES DEL IFN2.       REPOBLACION DE HACE 40 AÃ‘OS       APROXIMADAMENTE DONDE AHORA HAY UNA MASA    SEMIRREGULAR DE FUSTAL Y LATIZAL. PIE    24 NO SE CONSIDERA BIFURCADO POR      ENCIMA. PIES 33 Y 36 ESTAN DESCOPADOS Y    ALTURAS COMPROBADAS. SUBSOLADO  ANTIGUO   PARA LA REPOBLACION. POR LOS    ALREDEDORES HAY ALGUN PIE MUERTO.",12,32,"04/02/02 00:00:00","12/30/99 13:20:42","04/02/02 00:00:00","12/30/99 15:08:16",108,165,255,55,15,195536,4,35,195536,3,36,"D",1,"A1",28,262,21,"2-04-02",2002,10,281005.090277778,739.186291249025,21,NA,NA,281005.090277778,NA,NA,739.186291249025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"32","5_725",22034,168099,21,"5_725_A_1",13162.997987828,5798.1914156634,28.0897506944444,509.295817894065,0,0,31.8309886183791,95.4929658551372,183.912378683968,155.618166578742,28.2942121052258,14.1471060526129,0,25.8454861111111,11.3847222222222,26.4998824027789,13.3,725,"A","1",1,10,4,2,35,5,3,NA,NA,NA,NA,2,"I",1,"IFN3","5_725",5,NA,NA,0,1985,"M","0009",1998,"","4-3",2002,262,1,1,2,90,70,1,1,1,2,1,4,"04/11/02 00:00:00","12/30/99 12:02:00",1,2,1,1,8,2,NA,NA,"0","N","0","0",NA,5,0,5,0,1,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2.  MARCO DE PLANTACION 4X1. A 47 G. NO  ENTRA 021 POR DISTANCIA. A 86 G. NO  ENTRA 021 POR DISTANCIA. A 109 G. NO  ENTRA 021 POR DISTANCIA AL LATERAL. PIE 15 MEDIDO A 1,20 M. Y ADEMAS ENTRA  POR   PENDIENTE. PIES 20 Y 23 MEDIDOS A  1,35    M. ALTURA PIE 29 COMPROBADA EL ARBOL   ESTA DESCOPADO. ALTURA Y DIAMETRO PIE 5  COMPROBADA. PARCELA SIN REGENERACION. PARCELA LEVANTADA EN PRESENCIA DE VICTOR BARON. COMPROBADA FORMA PIE 17.",12,32,"04/11/02 00:00:00","12/30/99 10:29:44","04/11/02 00:00:00","12/30/99 12:11:32",102,165,75,170,15,977676,14,25,977676,13,26,"D",1,"A1",29,262,21,"2-04-11",2002,10,280897.506944444,509.295817894065,21,NA,NA,280897.506944444,NA,NA,509.295817894065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"33","5_733",22036,168107,21,"5_733_A_1",21940.5699381717,12190.9149631879,44.3916243055556,880.657351775154,0,0,63.6619772367581,222.816920328653,367.824757367936,155.618166578742,70.7355302630646,0,0,24.9138554216867,13.8429718875502,25.3339025115726,14.475,733,"A","1",1,10,4,2,35,1,4,NA,NA,NA,NA,2,"I",1,"IFN3","5_733",5,NA,NA,0,1985,"M","0009",1998,"","4-3",2002,262,1,1,2,100,90,1,1,1,2,1,4,"04/04/02 00:00:00","12/30/99 15:34:00",1,2,1,1,8,2,NA,NA,"0","J","U","0",NA,385,0,1.8,0,2,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2.   ZONA REPOBLADA HACE 35 AÃ‘OS. A 95  G.    NO  ENTRA POR DISTANCIA Y  DIAMETRO.     PIE   13   DEL IFN2. SE  CONSIDERA  ERROR    POR   TENER   9,97  M. AL  FRONTAL Y   10,08  M.   AL    LATERAL  SIN PENDIENTE   Y POR LO     TANTO EL    ARBOL NO ENTRA.   A 391 G.  NO   ENTRA  021 POR DISTANCIA   AL  LATERAL.    PARCELA SIN REGENERACION    NI MATORRAL.   CORTAS. HAY ALGUN RESTO    DE LAS RAMAS   ESPARCIDAS POR EL  SUELO. PARCELA LEVANTADA EN PRESENCIA  DEL GUARDA DE LA ZONA.",12,32,"04/04/02 00:00:00","12/30/99 13:34:03","04/04/02 00:00:00","12/30/99 15:45:17",131,165,320,190,15,977676,32,7,977676,31,8,"D",1,"A1",36,262,21,"2-04-04",2002,10,443916.243055556,880.657351775154,21,NA,NA,443916.243055556,NA,NA,880.657351775154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"34","5_980",22060,168517,21,"5_980_A_1",393.289548262639,91.956189341984,0.858711111111111,14.1471060526129,0,0,0,0,0,14.1471060526129,0,0,0,27.8,6.5,27.8,6.5,980,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,1,"1",1,"IFN3","5_980",5,NA,NA,0,1985,"J","0006",1997,"","1-2",2002,904,1,2,1,60,15,1,1,4,2,2,4,"04/03/02 00:00:00","12/30/99 11:33:00",1,2,1,1,5,4,NA,NA,"0","0","","0",NA,195,0,12.5,0,2,"3",1,"REJON ENCONTRADO POR PIE DEL IFN2.NO  HAY REGENERACION NATURAL.EN LA PARCELA  Y ALREDEDORES PASTA GANADO.EN LOS  ALREDEDORES DE LA PARCELA HAY REBOLLO.",8,5,"04/03/02 00:00:00","12/30/99 11:07:59","04/03/02 00:00:00","12/30/99 11:40:40",33,21,190,75,11,977605,36,3,977605,35,4,"D",1,"A1",30,904,21,"2-04-03",2002,10,8587.11111111111,14.1471060526129,21,NA,NA,8587.11111111111,NA,NA,14.1471060526129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"35","5_984",22061,168520,21,"5_984_A_1",10958.348348354,4272.4260278891,20.1306444444444,484.538382301992,0,0,31.8309886183791,254.647908947033,113.176848420903,84.8826363156775,0,0,0,22.6160583941606,8.81751824817518,22.9995747342468,10,984,"A","1",1,10,4,2,30,7,4,NA,NA,NA,NA,2,"I",1,"IFN3","5_984",5,NA,NA,0,1985,"J","0003",1997,"","1-1",2002,37,1,1,2,90,60,1,1,3,2,2,4,"04/26/02 00:00:00","12/30/99 12:15:00",1,2,1,1,6,1,NA,NA,"B","N","","0",NA,360,0,6,0,2,"1",2,"HE ENCONTRADO EL CENTRO DE LA   PARCELA  POR PIES DEL IFN2.EL REJON HA    DESAPARECIDO.LA MASA FUE ARRASADA POR    UN INCENDIO EN 1990.LA EDAD DE LA MASA   HA SIDO ESTIMADA CON LOS DATOS DEL   ANTERIOR LEVANTAMIENTO.ARBOLES N19,20 Y 21  DIAMETROS COMPROBADOS.ARBOL N20 ENTRA  POR PENDIENTE. ARBOL 10 HT CORRECTA.",8,5,"04/26/02 00:00:00","12/30/99 11:00:45","04/26/02 00:00:00","12/30/99 12:20:22",80,21,253,294,11,977639,34,5,977639,33,6,"D",1,"A1",30,37,21,"2-04-26",2002,10,201306.444444444,484.538382301992,21,NA,NA,201306.444444444,NA,NA,484.538382301992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"36","5_995",22062,168533,21,"5_995_A_1",16360.2439557186,6666.82372729384,27.7997993055556,820.532151051549,0,127.323954473516,127.323954473516,268.795014999645,254.647908947033,28.2942121052258,14.1471060526129,0,0,19.9385775862069,8.125,20.7695978805727,9.125,995,"A","1",1,10,4,2,30,7,3,NA,NA,NA,NA,2,"J",1,"IFN3","5_995",5,NA,NA,0,1985,"K","0002",1997,"","1-3",2002,159,1,1,2,95,80,1,1,3,1,2,4,"04/10/02 00:00:00","12/30/99 11:30:00",1,2,1,1,5,2,NA,NA,"0","N","","0",NA,0,0,8,0,2,"K",2,"REJON ENCONTRADO POR PIES DEL IFN2.NO    DEJO OCUPACION PARA OTRAS ESPECIES.LA    EDAD DE LA MASA HA SIDO ESTIMADA POR    LOS DATOS DEL ANTERIOR INVENTARIO.ARBOLES 13 Y  17 DIAMETROS COMPROBADOS.LOS RESTOS  DE PODAS ESTAN ESPARCIDOS POR LA  MASA.HAY ESPARTO. FORMAS COMPROBADAS.",8,5,"04/10/02 00:00:00","12/30/99 10:07:10","04/10/02 00:00:00","12/30/99 11:39:37",92,21,243,0,11,977605,12,27,977605,11,28,"D",1,"A1",30,159,21,"2-04-10",2002,10,277997.993055556,820.532151051549,21,NA,NA,277997.993055556,NA,NA,820.532151051549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFN"
"37","9_1043",23646,185775,21,"9_1043_A_1",4330.48011653149,1828.35269473144,7.68374361993617,198.059484736581,0,0,0,127.323954473516,56.5884242104517,14.1471060526129,0,0,0,21.864542979555,9.23133116883117,22.2250972325409,9.02351097178683,1043,"A","1",1,8,4,2,35,1,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1043",9,NA,NA,0,1985,"L","0012",1997,"","4-2",2003,427,1,1,2,80,70,1,2,3,2,2,4,"05/20/03 00:00:00","12/30/99 14:13:00",1,2,1,1,8,4,NA,NA,"0","0","","0",NA,350,0,0.5,0,2,"1",1,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES Y DE LAS FOTOS DEL IFN2.  ARBOLES A 66G Y 299G NO ENTRAN POR DIAMETRO.",7,37,"05/20/03 00:00:00","12/30/99 13:58:25","05/20/03 00:00:00","12/30/99 15:02:09",64,427,355,25,10,335220,14,27,335220,13,28,"D",3,"A1",35,427,21,"3-05-20",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1043_A_1_",21,76837.4361993616,198.059484736581,21,NA,NA,76837.4361993616,NA,NA,198.059484736581,NA,NA,"IFN"
"38","9_1095",23656,185863,21,"9_1095_A_1",15818.5756096964,8331.68088957633,21.578467872923,937.245775985606,0,127.323954473516,381.971863420549,413.802852038928,14.1471060526129,0,0,0,0,16.8777240879657,8.88953687821612,17.1213740788858,10.0351906158358,1095,"A","1",1,10,4,2,30,5,3,NA,NA,NA,NA,2,"A",1,"IFN3","9_1095",9,NA,NA,0,1985,"M","0005",1997,"","3-4",2003,172,1,1,2,95,65,1,1,2,2,2,4,"04/28/03 00:00:00","12/30/99 11:24:00",1,2,1,1,5,3,NA,NA,"0","0","","0",NA,75,0,1.2,0,1,"1",2,"LA PARCELA LA HE ENCONTRADO POR MEDIO  DE LAS FOTOS DEL IFN2. EL PIE N27 NO  ESTA BIFURCADO. ARBOL A 66G NO ENTRA  POR DIAMETRO. ARBOL A 263G NO ENTRA POR  DISTANCIA. EN MATORRAL HAY JOPILLOS DE  SEDA MONTES(STAELINA DUBIA). FUERA DE  LOS 10MT HAY GENISTAS. EXISTEN CORTAS  ANTIGUAS.
",7,37,"04/28/03 00:00:00","12/30/99 10:21:23","04/28/03 00:00:00","12/30/99 11:58:27",97,427,298,397,10,179337,30,11,179337,29,12,"D",3,"A1",30,172,21,"3-04-28",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1095_A_1_",21,215784.67872923,937.245775985606,21,NA,NA,215784.67872923,NA,NA,937.245775985606,NA,NA,"IFN"
"39","9_1133",23671,185930,21,"9_1133_A_1",16376.5125996441,8746.60907959672,25.2464044657082,873.583798748848,0,0,381.971863420549,350.14087480217,127.323954473516,14.1471060526129,0,0,0,18.7463556708568,10.0123297754877,19.1823822760261,13.8238636363636,1133,"A","1",1,10,4,1,45,5,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1133",9,NA,NA,0,1985,"J","0003",1997,"","1-1",2003,251,1,1,2,95,70,1,1,2,3,3,4,"05/22/03 00:00:00","12/30/99 11:01:00",1,2,1,1,1,4,NA,NA,"0","3","1","G",NA,227,0,1.5,0,2,"1",2,"PARCELA LOCALIZADA MEDIANTE LAS FOTOS  AEREAS Y LA SILICONA DE LOS ARBOLES  TIPO.
HAN REALIZADO TALAS, POR LO QUE HA  CAMBIADO EL CONTORNO DE LA MASA Y LA  LOCALIZACION ES MAS DIFICULTOSA.
YA NO SE APRECIA EL MARCO DE  PLANTACION.
EN EL BORDE DE LA MASA HAN DESTOCONADO  PIES Y NO LOS HAN EXTRAIDO, MIENTRAS  QUE LOS TALADOS SI QUE LOS HAN  EXTRAIDO DE LA MASA FORESTAL.
LOS PIES MUERTOS DEL IFN2, ESTAN  DESTOCONADOS Y ARRASTRADOS HACIA EL  INTERIOR DE LA MASA.
PIE N29:TIENE LA GUIA  INCLINADA.
ORIENTACION COMPROBADA.
NO HAY SUBPISO, HAN HECHO LIMPIAS Y PODAS MONOPODICAS DE MAS DE 4 METROS.",19,57,"05/22/03 00:00:00","12/30/99 09:27:07","05/22/03 00:00:00","12/30/99 11:16:51",110,219,10,56,10,179713,30,11,179713,29,12,"D",3,"A1",42,251,21,"3-05-22",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1133_A_1_",21,252464.044657082,873.583798748848,21,NA,NA,252464.044657082,NA,NA,873.583798748848,NA,NA,"IFN"
"40","9_1204",23688,186071,21,"9_1204_A_1",11478.3220603653,6767.62185791871,14.8466554424959,746.259844275331,0,254.647908947033,254.647908947033,222.816920328653,14.1471060526129,0,0,0,0,15.3811331916318,9.06872037914692,15.9156484432648,10.233137829912,1204,"A","1",1,9,4,4,0,NA,NA,NA,NA,NA,NA,2,"I",1,"IFN3","9_1204",9,NA,NA,0,1984,"L","0007",1997,"","4-1",2003,411,1,1,2,100,90,1,1,1,3,2,4,"04/09/03 00:00:00","12/30/99 11:03:00",1,2,1,1,8,3,NA,NA,"A","0","","0",NA,127,0,4,0,1,"1",1,"REJON LOCALIZADO POR FOTOS INFO2
.  MARCO DE PLANTACION ES DE 1X2.
  ARBOL  N.2  DIST. COMPROBADA. 
ARBOL A 37G  NO  ENTRA POR DIST. 
ARBOL N.7   COMPROBADO
.PINO  A 164G NO ENTRA POR   DIST. 
ARBOL A 311G NO ENTRA POR  DIST. 
ARBOL A 360G NO ENTRA POR DM.",11,9,"04/09/03 00:00:00","12/30/99 10:48:13","04/09/03 00:00:00","12/30/99 13:13:08",145,56,322,385,10,352859,30,11,352859,29,12,"D",3,"A1",26,411,21,"3-04-09",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1204_A_1_",21,148466.554424959,746.259844275331,21,NA,NA,148466.554424959,NA,NA,746.259844275331,NA,NA,"IFN"
"41","9_1226",23701,186118,21,"9_1226_A_1",19229.2842819445,14953.3303350431,20.0672687157936,1527.8874536822,0,1145.91559026165,190.985931710274,190.985931710274,0,0,0,0,0,12.5855371320722,9.78693181818182,12.9316371468689,11.4090909090909,1226,"A","1",1,6,3,4,0,NA,NA,NA,NA,NA,NA,2,"J",1,"IFN3","9_1226",9,NA,NA,0,1984,"M","0005",1997,"","3-4",2003,44,1,1,2,100,95,1,2,1,3,1,4,"06/04/03 00:00:00","12/30/99 13:49:00",1,2,1,1,2,3,NA,NA,"0","0","","0",NA,20,0,2,0,1,"2",2,"REJON LOCALIZADO POR FOTOS INFO2 Y DENDROMETRIA INFO2. 
HAY 14 PIES MENORES DE ROBLE MUERTOS
ROBLE A 62G NO  ENTRA POR DIST. 
ROBLE A 123G NO  ENTRA POR   DIST.(COMP.)
 PINO A 166G NO  ENTRA POR  DIST.
 ROBLE A 267G NO ENTRA  POR DM.",11,9,"06/04/03 00:00:00","12/30/99 13:37:18","06/04/03 00:00:00","12/30/99 15:42:22",125,56,318,77,10,352830,36,5,352830,35,6,"D",3,"A1",26,44,21,"3-06-04",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_A_1_",21,114766.192933828,700.281749604339,21,43,NA,114766.192933828,85906.4942241079,NA,700.281749604339,827.605704077856,NA,"IFN"
"43","9_1227",23705,186120,21,"9_1227_A_1",11559.6108622451,7410.83289560625,14.757155060269,763.943726841098,0,254.647908947033,254.647908947033,254.647908947033,0,0,0,0,0,15.1314952346609,9.70075757575758,15.6828755124122,11.1136363636364,1227,"A","1",1,6,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1227",9,NA,NA,0,1982,"M","0005",1997,"","3-4",2003,44,1,1,2,100,90,1,2,1,3,1,4,"06/04/03 00:00:00","12/30/99 10:28:00",1,2,1,1,2,5,NA,NA,"0","0","","5",NA,50,0,1.5,0,2,"2",2,"REJON LOCALIZADO POR DENDROMETRIA INFO2 YA QUE EL PINCHAZO ESTA A  UNOS 40MTS.
 LOS PINOS SON DE UNA ANTIGUA REPOBLACION PERO SE ESTA REGENERANDO DE FORMA NATURAL. HAY  DOS PIES MENORES DE PINO SECOS  NO  METIDOS EN CONTEO
. PINO A 8G  NO ENTRA POR DIST. ROBLE A 32G  NO ENTRA POR DM. 
ROBLE A 56G NO  ENTRA POR  DIST.
 PINO A 81G NO  ENTRA POR  DIST. 
ARBOL N.8 DIST.  COMP. (TUMBADO) ARBOL N.10  DIST. COMPROB. (TUMBADO) ARBOL N.11  DIST. COMP.(TUMBADO)
.  PINO A 178G NO  ENTRA   POR DIST.
 PINO A 267G NO ENTRA POR   DIST .
ARBOL N.38 TUMBADO)",11,9,"06/04/03 00:00:00","12/30/99 10:11:13","06/04/03 00:00:00","12/30/99 12:41:35",150,56,84,29,10,352830,38,3,352830,37,4,"D",3,"A1",26,44,21,"3-06-04",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1227_A_1_",21,127147.272433721,509.295817894065,21,43,NA,127147.272433721,20424.2781689691,NA,509.295817894065,254.647908947033,NA,"IFN"
"45","9_1231",23709,186130,21,"9_1231_A_1",26437.7355352748,20721.1697777209,27.8707570586595,2146.82334348401,0,1527.8874536822,318.309886183791,286.478897565412,14.1471060526129,0,0,0,0,12.3148165010959,9.65201437771454,12.8567526223401,11.6451612903226,1231,"A","1",1,5,4,2,35,5,2,NA,NA,NA,NA,2,"I",1,"IFN3","9_1231",9,NA,NA,0,1984,"M","0004",1997,"","3-4",2003,142,1,1,2,100,95,1,2,1,3,1,4,"06/05/03 00:00:00","12/30/99 13:30:00",1,2,1,1,2,5,NA,NA,"0","0","","5",NA,375,0,1.5,0,1,"2",2,"REJON LOCALIZADO POR FOTOS INFO2 Y REFERENCIAS ANTIGUO  CAPATAZ. 
DEJO UN 10% DE OCUP. DEMAS  SP. 
LOS PINOS  ESTAN         PLANTADOS EN   TERRAZAS SEPARADAS UNOS  10MTS.   ENTRE SI. Y  TIENEN EN LA TERRAZA UN MARCO DE 2X1.5MTS. ESTADO  DEL    ROBLE       LATIZAL BAJO
. PINO A  14G NO ENTRA  POR DM. 
PINO A 42G  NO  ENTRA    POR  DM.
 PINO A 97G NO ENTRA   POR  DIST.
PINO A 137G NO ENTRA  POR  DIST.(JUSTA Y  COMMP.) 
ROBLE  A 178G NO ENTRA POR DM.
 ROBLE A  220G NO ENTRA    POR  DM.
 ROBLE A 232G  NO ENTRA POR   DM.
ROBLE A 246G NO  ENTRA POR  DM.

 ARBOL N.37 DIST.  COMPROB ((SE HAN   EQUIVOCADO AL PASAR  EL ESTADILLO A   MAQUINA).",11,9,"06/05/03 00:00:00","12/30/99 13:22:55","06/05/03 00:00:00","12/30/99 16:17:39",175,56,226,65,10,352830,32,9,352830,31,10,"D",3,"A1",31,142,21,"3-06-05",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1231_A_1_",21,154623.821218201,746.259844275331,21,43,NA,154623.821218201,124083.749368395,NA,746.259844275331,1400.56349920868,NA,"IFN"
"47","9_1232",23713,186132,21,"9_1232_A_1",11272.1372758718,6586.12091776643,13.2132196229725,795.774715459477,0,381.971863420549,254.647908947033,159.154943091895,0,0,0,0,0,14.1649854624538,8.27636363636364,14.5399970415252,9.23863636363636,1232,"A","1",1,5,4,2,30,5,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1232",9,NA,NA,0,1984,"M","0005",1997,"","3-4",2003,44,1,1,2,95,90,1,2,1,3,1,4,"06/06/03 00:00:00","12/30/99 13:04:00",1,2,1,1,2,5,NA,NA,"0","0","","5",NA,50,0,1.2,0,1,"2",2,"REJON LOCALIZADO POR FOTOS INFO2. 
PINOS  PLANTADOS EN TERRAZAS SEPARADAS ENTRE  SI UNOS 8MTS. Y PINOS EN  MARCO    DE 1 X 1.5 MTS.
 ARBOL N.9  MEDIDO A 1.10MTS.
 PINO A 194G NO  ENTRA POR   DIST.
PINO A 316G NO ENTRA  POR   DIST.(JUSTA Y  COMP.)
PINO A 318G  NO  ENTRA POR DM. 
OCUP. CORRECTA.",11,9,"06/06/03 00:00:00","12/30/99 12:40:04","06/06/03 00:00:00","12/30/99 15:30:59",171,56,338,56,10,352830,28,13,352830,27,14,"D",3,"A1",26,44,21,"3-06-06",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1232_A_1_",21,126470.034033918,763.943726841098,21,43,NA,126470.034033918,5662.16219580778,NA,763.943726841098,31.8309886183791,NA,"IFN"
