"","PLOT_ID","Hoja árboles","INVENTORY_ID_IFN2","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_domi.nte_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez (hq/dq).x","Esbeltez (h100/d100).x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","INVENTORY_ID_IFN3","Nombre_modelo","T_IFN3","N_IFN3","G_IFN3","dg_IFN3","Do_IFN3","Seccion_domi.nte_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez (hq/dq).y","Esbeltez (h100/d100).y","SDI_IFN3","Hart_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","G_incorporada_IFN3","N_incorporado_IFN3","V_incorporado_IFN3","WT_incorporada_IFN3","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3","N_muerto_IFN3","V_muerto_IFN3","WT_muerta_IFN3"
"38","19_617","Nodo 151 - Pies inventariados","IFN2",35,688.86,4.22,169.64,24.68,0.1,5.47,21.36,27.21,582.08,9.77,3.18,3.26,0.58,38.21,35.91,532.99,38.99,41.9,18.02,96.95,64.43,32.51,0.14,20.54,0,0,52.82,88.13,46.66,4.26,10.99,17.2,79.11,0.12,11.67,"IFN3","Ppi.ster_me__sim__v01",35,417.34,18.75,23.92,29.47,684.98,9.35,3.63,3.69,0.45,35.62,31.73,388.34,52.36,17.02,74.54,49.87,24.67,0,4.73,40.48,68.15,36.28,3.61,8.61,14.12,62.62,6.22529338,148.56,24.5837875,20.4443098,.,.,.,.,.,.,.,.
"39","42_1858","Nodo 155 - Pies inventariados","IFN2",25,789.86,2.53,187.59,16.12,0.03,3.08,16.12,19.66,303.69,8.04,2.51,2.54,0.4,42.56,40.87,386.36,44.28,47.59,18.93,52.82,34.13,18.69,0.05,9.08,0,0,5.44,46.91,25.84,1.93,6.49,8.71,42.98,0.04,4.23,"IFN3","Ppi.ster_me__sim__v01",27,700.28,10.15,13.59,20.57,333.68,8.99,2.53,2.6,0.17,56.41,43.67,259.38,42.05,18.78,25.91,16.89,9.01,0,0,6.81,23.5,12.05,0.87,2.75,3.82,19.5,.,.,.,.,.,.,.,.,.,.,.,.
"40","42_1890","Nodo 159 - Pies inventariados","IFN2",30,684.15,3.04,139,27.62,0.08,5.19,22.67,30.44,729.6,10.15,3.34,3.41,0.63,42.48,33.35,583.39,37.66,40.46,20.83,122.16,81.65,40.51,0.21,21.64,0,9.56,56.78,112.49,56.79,5.11,12.52,20.19,94.6,0.15,11.98,"IFN3","Ppi.ster_me__sim__v01",32,399.66,.,18.87,30.37,733.01,11.96,4.27,4.33,0.21,51.68,39.36,252.74,41.84,20.8,48.56,33.12,15.44,0,12.86,24.41,45.41,21.72,2.08,4.37,7.73,35.91,.,.,.,.,0,0,0,0,.,.,.,.
"41","42_1902","Nodo 163 - Pies inventariados","IFN2",25,865.96,2.98,200.49,20.86,0.04,4.95,17.51,24.39,467.95,7.62,2.67,2.72,0.5,41.69,31.25,484.86,44.59,47.92,19.88,71.89,46.84,25.05,0.08,16.41,0,0,13.83,63.62,35.11,2.84,8.68,12.3,58.93,0.07,8.87,"IFN3","Ppi.ster_me__sim__v01",27,251.11,5.92,17.33,20.66,339.49,7.94,2.73,2.79,0.15,44.72,38.42,138.2,79.51,18.2,21.79,14.22,7.57,0,0,4.8,19.49,10.38,0.8,2.46,3.48,17.13,.,.,.,.,.,.,.,.,.,.,.,.
"42","42_1927","Nodo 167 - Pies inventariados","IFN2",30,234.71,0.51,107.9,11.33,0.01,4.59,24.8,28.12,624.69,11.51,3.8,3.84,0.27,42.41,40.94,231.6,56.7,60.93,21.48,55.87,37.65,18.22,0.05,21.4,0,0,30.47,52.13,25.18,2.22,5.24,8.66,41.3,0.04,10.36,"IFN3","Ppi.ster_me__sim__v01",32,155.62,4.77,19.76,21.03,356.74,10.7,3.39,3.43,0.08,53.99,50.9,106.1,74.9,19.66,17.22,11.5,5.71,0,0,10.25,16.06,7.51,0.58,1.5,2.33,11.92,.,.,.,.,.,.,.,.,.,.,.,.
"43","42_1928","Nodo 171 - Pies inventariados","IFN2",30,616.63,2.65,191.33,19.4,0.05,6.52,20.01,28.72,657.15,10.93,3.01,3.09,0.46,38.65,38.04,429.18,36.86,39.61,21.7,76.22,50.64,25.58,0.08,27.08,0,11,25.09,69.65,36.38,3.23,8.51,13.12,61.23,0.07,14.4,"IFN3","Ppi.ster_me__sim__v01",32,268.8,.,18.42,20.9,345.03,9.27,3.15,3.18,0.09,47.4,44.34,163.37,65.81,17.92,14.68,9.7,4.98,0,0,6.85,13.51,6.75,0.53,1.49,2.21,10.98,.,.,.,.,0,0,0,0,.,.,.,.
"44","42_1980","Nodo 175 - Pies inventariados","IFN2",27,469.09,1.4,106.2,22.49,0.04,5.14,24.71,31.19,823.15,10.55,3.64,3.74,0.52,39.74,33.83,460.14,43.76,47.02,22.65,104.52,70.67,33.85,0.14,23.42,0,20.37,52.5,96.71,48.63,4.83,10.56,18.14,82.16,0.11,13.72,"IFN3","Ppi.ster_me__sim__v01",29,807.94,.,14.79,25.77,543.64,11.8,3.63,3.7,0.18,71.09,45.8,343.49,29.81,21.93,42.85,28.92,13.93,0,4.11,22.92,40.09,18.69,1.6,3.66,6.13,30.09,.,.,.,.,0,0,0,0,.,.,.,.
"45","44_1589","Nodo 179 - Pies inventariados","IFN2",35,56.55,0.1,24.82,3.5,0,1.19,28.07,15.88,350.08,5.43,4.53,4.53,0.09,34.19,34.19,68.31,245,263.27,16.8,15.37,10.39,4.98,0.01,4.47,0,0,10.95,14.23,7.36,0.76,1.67,2.89,12.68,0.01,2.46,"IFN3","Ppi.ster_me__sim__v01",36,14.15,0.8,26.82,3.79,79.93,1.13,4.54,4.54,0.02,29.66,29.66,15.86,2362.56,15.12,2.93,1.97,0.96,0,0,1.53,2.69,1.49,0.17,0.38,0.64,2.67,.,.,.,.,.,.,.,.,.,.,.,.
"46","44_1615","Nodo 183 - Pies inventariados","IFN2",35,444.7,2.22,153.37,18.21,0.07,5.63,22.83,34.76,957.32,9.52,3.31,3.52,0.43,39.06,27.38,383.66,49.82,53.53,17.59,74.39,50.01,24.38,0.1,21.51,0,15.2,21.29,68.34,36.19,3.91,8.53,14.65,63.28,0.08,13.55,"IFN3","Ppi.ster_me__sim__v01",35,908.95,.,17.02,29.41,697.95,8.46,3.9,4.01,0.22,47.19,28.77,486.05,39.19,15.92,35.79,24.11,11.69,0,8.07,14.82,32.77,17.95,2.05,4.43,7.69,32.13,10.95983905,597.71,9.458143,8.214641,0,0,0,0,.,.,.,.
"47","44_164","Nodo 187 - Pies inventariados","IFN2",42,747.32,5.04,80.38,37.6,0.19,3.41,25.31,33.65,891.59,12.36,3.62,3.7,0.81,42.73,36.72,762.57,29.61,31.81,19.05,187.86,127.03,60.83,0.52,16.17,0,33.28,97.74,175,84.91,7.85,17.65,29.96,140.37,0.38,9.08,"IFN3","Ppi.ster_me__sim__v01",43,601.25,25.28,23.14,31.64,788.97,10.8,3.38,3.5,0.58,39.95,34.13,529.96,37.76,16.51,110.08,73.9,36.18,0,12.39,53.44,101.4,51.84,4.96,11.63,19.24,87.68,.,.,.,.,.,.,.,.,0.87643905,63.66,3.3701604,2.3095848
"48","44_168","Nodo 191 - Pies inventariados","IFN2",40,1131.06,3.06,179.19,22.65,0.03,2.9,15.97,18.31,263.47,6.52,2.48,2.49,0.55,40.87,35.61,544.92,45.59,48.99,12.37,70.99,45.73,25.26,0.09,8.28,0,0,0,61.97,35.18,2.63,9.05,11.98,58.84,0.08,4.39,"IFN3","Ppi.ster_me__sim__v01",41,477.46,9.23,15.69,18.71,275.04,7.09,2.49,2.52,0.24,40.55,37.88,223.52,64.58,12.82,28.67,18.48,10.19,0,0,0,24.91,14.26,1.08,3.69,4.91,23.95,.,.,.,.,.,.,.,.,.,.,.,.
"49","44_317","Nodo 195 - Pies inventariados","IFN2",40,475.75,1.31,126.92,20.39,0.04,4.81,23.36,26.42,548.36,11.51,3.51,3.53,0.47,45.76,43.57,425.92,39.83,42.8,18.7,101.38,67.96,33.42,0.13,22.59,0,0,60.3,94.22,45.09,3.7,9.23,14.76,72.77,0.09,11.49,"IFN3","Ppi.ster_me__sim__v01",41,512.83,.,19.36,25.72,523.27,11.48,3.23,3.27,0.17,56.87,44.65,338.14,38.46,17.54,32.59,21.68,10.9,0,0,18.44,30.04,14.63,1.15,3.07,4.71,23.55,.,.,.,.,0,0,0,0,.,.,.,.
